trivial, nontrivial, cycles, bl, routed, usage
7, 7, 74, 2, 5, 0.250000
7, 7, 74, 2, 5, 0.250000
7, 7, 74, 2, 5, 0.250000
7, 7, 74, 2, 5, 0.250000
8, 6, 70, 1, 5, 0.250000
7, 7, 74, 2, 5, 0.250000
9, 5, 54, 2, 3, 0.218750
9, 5, 54, 2, 3, 0.218750
8, 6, 88, 2, 4, 0.234375
8, 6, 88, 2, 4, 0.234375
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 67, 2, 4, 0.203125
8, 6, 67, 2, 4, 0.203125
7, 7, 77, 1, 6, 0.265625
7, 7, 77, 1, 6, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
8, 6, 61, 2, 4, 0.203125
7, 7, 100, 2, 5, 0.265625
7, 7, 90, 1, 6, 0.296875
7, 7, 90, 1, 6, 0.296875
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 74, 1, 5, 0.265625
8, 6, 74, 1, 5, 0.265625
9, 5, 57, 1, 4, 0.218750
9, 5, 57, 1, 4, 0.218750
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 51, 1, 3, 0.218750
10, 4, 42, 0, 4, 0.281250
9, 5, 55, 1, 4, 0.234375
9, 5, 55, 1, 4, 0.234375
7, 7, 72, 1, 6, 0.250000
7, 7, 72, 1, 6, 0.250000
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 69, 3, 4, 0.203125
7, 7, 102, 2, 5, 0.265625
7, 7, 104, 2, 5, 0.234375
7, 7, 104, 2, 5, 0.234375
8, 6, 62, 1, 5, 0.234375
8, 6, 62, 1, 5, 0.234375
8, 6, 86, 1, 5, 0.281250
8, 6, 86, 1, 5, 0.281250
8, 6, 86, 1, 5, 0.281250
8, 6, 86, 1, 5, 0.281250
8, 6, 62, 2, 4, 0.218750
8, 6, 86, 1, 5, 0.281250
8, 6, 94, 2, 4, 0.218750
8, 6, 94, 2, 4, 0.218750
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 74, 1, 5, 0.265625
8, 6, 74, 1, 5, 0.265625
7, 7, 98, 2, 5, 0.250000
7, 7, 98, 2, 5, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
9, 5, 70, 1, 4, 0.234375
10, 4, 36, 0, 4, 0.250000
9, 5, 57, 2, 3, 0.187500
9, 5, 57, 2, 3, 0.187500
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 74, 1, 5, 0.265625
8, 6, 74, 1, 5, 0.265625
7, 7, 77, 1, 6, 0.265625
7, 7, 77, 1, 6, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
8, 6, 61, 2, 4, 0.203125
7, 7, 100, 2, 5, 0.265625
7, 7, 90, 1, 6, 0.296875
7, 7, 90, 1, 6, 0.296875
7, 7, 77, 1, 6, 0.265625
7, 7, 77, 1, 6, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
8, 6, 61, 2, 4, 0.203125
7, 7, 100, 2, 5, 0.265625
7, 7, 90, 1, 6, 0.296875
7, 7, 90, 1, 6, 0.296875
7, 7, 72, 1, 6, 0.250000
7, 7, 72, 1, 6, 0.250000
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 69, 3, 4, 0.203125
7, 7, 102, 2, 5, 0.265625
7, 7, 104, 2, 5, 0.234375
7, 7, 104, 2, 5, 0.234375
7, 7, 72, 1, 6, 0.250000
7, 7, 72, 1, 6, 0.250000
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 69, 3, 4, 0.203125
7, 7, 102, 2, 5, 0.265625
7, 7, 104, 2, 5, 0.234375
7, 7, 104, 2, 5, 0.234375
8, 6, 67, 2, 4, 0.203125
8, 6, 67, 2, 4, 0.203125
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 73, 2, 4, 0.234375
8, 6, 64, 0, 6, 0.296875
9, 5, 62, 2, 3, 0.218750
9, 5, 62, 2, 3, 0.218750
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 75, 2, 3, 0.203125
9, 5, 43, 1, 4, 0.218750
8, 6, 80, 1, 5, 0.296875
8, 6, 80, 1, 5, 0.296875
9, 5, 52, 1, 4, 0.218750
9, 5, 52, 1, 4, 0.218750
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 54, 1, 4, 0.250000
9, 5, 54, 1, 4, 0.250000
7, 7, 77, 2, 5, 0.218750
7, 7, 77, 2, 5, 0.218750
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 80, 1, 6, 0.265625
7, 7, 87, 2, 5, 0.250000
8, 6, 64, 2, 4, 0.234375
8, 6, 64, 2, 4, 0.234375
9, 5, 57, 1, 4, 0.218750
9, 5, 57, 1, 4, 0.218750
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 51, 1, 3, 0.218750
10, 4, 42, 0, 4, 0.281250
9, 5, 46, 1, 4, 0.234375
9, 5, 46, 1, 4, 0.234375
7, 7, 77, 1, 6, 0.265625
7, 7, 77, 1, 6, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
8, 6, 61, 2, 4, 0.203125
7, 7, 100, 2, 5, 0.265625
7, 7, 90, 1, 6, 0.296875
7, 7, 90, 1, 6, 0.296875
7, 7, 98, 2, 5, 0.250000
7, 7, 98, 2, 5, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
9, 5, 70, 1, 4, 0.234375
10, 4, 36, 0, 4, 0.250000
9, 5, 57, 2, 3, 0.187500
9, 5, 57, 2, 3, 0.187500
9, 5, 57, 1, 4, 0.218750
9, 5, 57, 1, 4, 0.218750
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 51, 1, 3, 0.218750
10, 4, 42, 0, 4, 0.281250
9, 5, 55, 1, 4, 0.234375
9, 5, 55, 1, 4, 0.234375
8, 6, 88, 2, 4, 0.234375
8, 6, 88, 2, 4, 0.234375
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 67, 2, 4, 0.203125
8, 6, 67, 2, 4, 0.203125
9, 5, 57, 1, 4, 0.218750
9, 5, 57, 1, 4, 0.218750
10, 4, 45, 1, 3, 0.218750
10, 4, 45, 1, 3, 0.218750
10, 4, 45, 1, 3, 0.218750
10, 4, 45, 1, 3, 0.218750
9, 5, 71, 2, 3, 0.203125
10, 4, 45, 1, 3, 0.218750
9, 5, 55, 1, 4, 0.234375
9, 5, 55, 1, 4, 0.234375
7, 7, 77, 2, 5, 0.218750
7, 7, 77, 2, 5, 0.218750
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 80, 1, 6, 0.265625
7, 7, 87, 2, 5, 0.250000
8, 6, 64, 2, 4, 0.234375
8, 6, 64, 2, 4, 0.234375
9, 5, 57, 1, 4, 0.218750
9, 5, 57, 1, 4, 0.218750
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 51, 1, 3, 0.218750
10, 4, 42, 0, 4, 0.281250
9, 5, 46, 1, 4, 0.234375
9, 5, 46, 1, 4, 0.234375
7, 7, 98, 2, 5, 0.250000
7, 7, 98, 2, 5, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
9, 5, 70, 1, 4, 0.234375
10, 4, 36, 0, 4, 0.250000
9, 5, 57, 2, 3, 0.187500
9, 5, 57, 2, 3, 0.187500
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 74, 1, 5, 0.265625
8, 6, 74, 1, 5, 0.265625
7, 7, 77, 2, 5, 0.218750
7, 7, 77, 2, 5, 0.218750
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 80, 1, 6, 0.265625
7, 7, 87, 2, 5, 0.250000
8, 6, 64, 2, 4, 0.234375
8, 6, 64, 2, 4, 0.234375
7, 7, 72, 1, 6, 0.250000
7, 7, 72, 1, 6, 0.250000
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 69, 3, 4, 0.203125
7, 7, 102, 2, 5, 0.265625
7, 7, 104, 2, 5, 0.234375
7, 7, 104, 2, 5, 0.234375
9, 5, 52, 1, 4, 0.218750
9, 5, 52, 1, 4, 0.218750
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 54, 1, 4, 0.250000
9, 5, 54, 1, 4, 0.250000
8, 6, 67, 2, 4, 0.203125
8, 6, 67, 2, 4, 0.203125
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 73, 2, 4, 0.234375
8, 6, 64, 0, 6, 0.296875
9, 5, 62, 2, 3, 0.218750
9, 5, 62, 2, 3, 0.218750
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 74, 1, 5, 0.265625
8, 6, 74, 1, 5, 0.265625
9, 5, 57, 1, 4, 0.218750
9, 5, 57, 1, 4, 0.218750
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 51, 1, 3, 0.218750
10, 4, 42, 0, 4, 0.281250
9, 5, 55, 1, 4, 0.234375
9, 5, 55, 1, 4, 0.234375
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 75, 2, 3, 0.203125
9, 5, 43, 1, 4, 0.218750
8, 6, 80, 1, 5, 0.296875
8, 6, 80, 1, 5, 0.296875
8, 6, 88, 2, 4, 0.234375
8, 6, 88, 2, 4, 0.234375
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 67, 2, 4, 0.203125
8, 6, 67, 2, 4, 0.203125
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 75, 2, 3, 0.203125
9, 5, 43, 1, 4, 0.218750
8, 6, 80, 1, 5, 0.296875
8, 6, 80, 1, 5, 0.296875
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 75, 2, 3, 0.203125
9, 5, 43, 1, 4, 0.218750
8, 6, 80, 1, 5, 0.296875
8, 6, 80, 1, 5, 0.296875
8, 6, 88, 2, 4, 0.234375
8, 6, 88, 2, 4, 0.234375
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 67, 2, 4, 0.203125
8, 6, 67, 2, 4, 0.203125
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 74, 1, 5, 0.265625
8, 6, 74, 1, 5, 0.265625
7, 7, 80, 2, 5, 0.234375
7, 7, 80, 2, 5, 0.234375
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 73, 2, 4, 0.234375
8, 6, 64, 0, 6, 0.296875
10, 4, 52, 2, 2, 0.203125
10, 4, 52, 2, 2, 0.203125
7, 7, 98, 2, 5, 0.250000
7, 7, 98, 2, 5, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
9, 5, 70, 1, 4, 0.234375
10, 4, 36, 0, 4, 0.250000
9, 5, 57, 2, 3, 0.187500
9, 5, 57, 2, 3, 0.187500
7, 7, 77, 2, 5, 0.218750
7, 7, 77, 2, 5, 0.218750
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 80, 1, 6, 0.265625
7, 7, 87, 2, 5, 0.250000
8, 6, 64, 2, 4, 0.234375
8, 6, 64, 2, 4, 0.234375
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 74, 1, 5, 0.265625
8, 6, 74, 1, 5, 0.265625
7, 7, 77, 2, 5, 0.218750
7, 7, 77, 2, 5, 0.218750
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 80, 1, 6, 0.265625
7, 7, 87, 2, 5, 0.250000
8, 6, 64, 2, 4, 0.234375
8, 6, 64, 2, 4, 0.234375
7, 7, 77, 2, 5, 0.218750
7, 7, 77, 2, 5, 0.218750
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 80, 1, 6, 0.265625
7, 7, 87, 2, 5, 0.250000
8, 6, 64, 2, 4, 0.234375
8, 6, 64, 2, 4, 0.234375
7, 7, 80, 2, 5, 0.234375
7, 7, 80, 2, 5, 0.234375
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 73, 2, 4, 0.234375
8, 6, 64, 0, 6, 0.296875
10, 4, 52, 2, 2, 0.203125
10, 4, 52, 2, 2, 0.203125
7, 7, 72, 1, 6, 0.250000
7, 7, 72, 1, 6, 0.250000
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 69, 3, 4, 0.203125
7, 7, 102, 2, 5, 0.265625
7, 7, 104, 2, 5, 0.234375
7, 7, 104, 2, 5, 0.234375
7, 7, 72, 1, 6, 0.250000
7, 7, 72, 1, 6, 0.250000
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 102, 2, 5, 0.265625
7, 7, 69, 3, 4, 0.203125
7, 7, 102, 2, 5, 0.265625
7, 7, 104, 2, 5, 0.234375
7, 7, 104, 2, 5, 0.234375
7, 7, 77, 1, 6, 0.265625
7, 7, 77, 1, 6, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
7, 7, 100, 2, 5, 0.265625
8, 6, 61, 2, 4, 0.203125
7, 7, 100, 2, 5, 0.265625
7, 7, 90, 1, 6, 0.296875
7, 7, 90, 1, 6, 0.296875
9, 5, 57, 1, 4, 0.218750
9, 5, 57, 1, 4, 0.218750
10, 4, 45, 1, 3, 0.218750
10, 4, 45, 1, 3, 0.218750
10, 4, 45, 1, 3, 0.218750
10, 4, 45, 1, 3, 0.218750
9, 5, 71, 2, 3, 0.203125
10, 4, 45, 1, 3, 0.218750
9, 5, 55, 1, 4, 0.234375
9, 5, 55, 1, 4, 0.234375
9, 5, 57, 1, 4, 0.218750
9, 5, 57, 1, 4, 0.218750
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 51, 1, 3, 0.218750
10, 4, 42, 0, 4, 0.281250
9, 5, 46, 1, 4, 0.234375
9, 5, 46, 1, 4, 0.234375
7, 7, 77, 2, 5, 0.218750
7, 7, 77, 2, 5, 0.218750
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 87, 2, 5, 0.250000
7, 7, 80, 1, 6, 0.265625
7, 7, 87, 2, 5, 0.250000
8, 6, 64, 2, 4, 0.234375
8, 6, 64, 2, 4, 0.234375
7, 7, 98, 2, 5, 0.250000
7, 7, 98, 2, 5, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
9, 5, 70, 1, 4, 0.234375
10, 4, 36, 0, 4, 0.250000
9, 5, 57, 2, 3, 0.187500
9, 5, 57, 2, 3, 0.187500
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 74, 1, 5, 0.265625
8, 6, 74, 1, 5, 0.265625
9, 5, 57, 1, 4, 0.218750
9, 5, 57, 1, 4, 0.218750
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 42, 0, 4, 0.281250
10, 4, 51, 1, 3, 0.218750
10, 4, 42, 0, 4, 0.281250
9, 5, 55, 1, 4, 0.234375
9, 5, 55, 1, 4, 0.234375
6, 8, 104, 2, 6, 0.250000
6, 8, 104, 2, 6, 0.250000
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 43, 1, 4, 0.218750
9, 5, 75, 2, 3, 0.203125
9, 5, 43, 1, 4, 0.218750
8, 6, 80, 1, 5, 0.296875
8, 6, 80, 1, 5, 0.296875
8, 6, 88, 2, 4, 0.234375
8, 6, 88, 2, 4, 0.234375
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 55, 1, 3, 0.218750
10, 4, 36, 0, 4, 0.250000
8, 6, 67, 2, 4, 0.203125
8, 6, 67, 2, 4, 0.203125
7, 7, 77, 1, 6, 0.265625
7, 7, 77, 1, 6, 0.265625
7, 7, 103, 2, 5, 0.281250
7, 7, 103, 2, 5, 0.281250
7, 7, 103, 2, 5, 0.281250
7, 7, 103, 2, 5, 0.281250
8, 6, 61, 2, 4, 0.203125
7, 7, 103, 2, 5, 0.281250
7, 7, 116, 3, 4, 0.203125
7, 7, 116, 3, 4, 0.203125
9, 5, 52, 1, 4, 0.218750
9, 5, 52, 1, 4, 0.218750
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 67, 1, 4, 0.250000
9, 5, 54, 1, 4, 0.250000
9, 5, 54, 1, 4, 0.250000
7, 7, 80, 2, 5, 0.234375
7, 7, 80, 2, 5, 0.234375
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 64, 0, 6, 0.296875
8, 6, 73, 2, 4, 0.234375
8, 6, 64, 0, 6, 0.296875
10, 4, 52, 2, 2, 0.203125
10, 4, 52, 2, 2, 0.203125
9, 5, 57, 1, 4, 0.218750
9, 5, 57, 1, 4, 0.218750
10, 4, 45, 1, 3, 0.218750
10, 4, 45, 1, 3, 0.218750
10, 4, 45, 1, 3, 0.218750
10, 4, 45, 1, 3, 0.218750
9, 5, 71, 2, 3, 0.203125
10, 4, 45, 1, 3, 0.218750
9, 5, 55, 1, 4, 0.234375
9, 5, 55, 1, 4, 0.234375
7, 7, 98, 2, 5, 0.250000
7, 7, 98, 2, 5, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
10, 4, 36, 0, 4, 0.250000
9, 5, 70, 1, 4, 0.234375
10, 4, 36, 0, 4, 0.250000
9, 5, 57, 2, 3, 0.187500
9, 5, 57, 2, 3, 0.187500
7, 7, 72, 1, 6, 0.250000
