trivial, nontrivial, cycles, bl, routed, usage
8, 11, 151, 4, 7, 0.312500
10, 9, 117, 3, 6, 0.343750
8, 11, 151, 4, 7, 0.312500
8, 11, 126, 5, 6, 0.281250
8, 11, 126, 5, 6, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
11, 8, 124, 3, 5, 0.343750
10, 9, 121, 4, 5, 0.281250
10, 9, 118, 4, 5, 0.265625
10, 9, 118, 4, 5, 0.265625
8, 11, 126, 5, 6, 0.281250
8, 11, 126, 5, 6, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
11, 8, 124, 3, 5, 0.343750
10, 9, 121, 4, 5, 0.281250
10, 9, 118, 4, 5, 0.265625
10, 9, 118, 4, 5, 0.265625
12, 7, 85, 2, 5, 0.328125
12, 7, 85, 2, 5, 0.328125
9, 10, 151, 4, 6, 0.328125
9, 10, 151, 4, 6, 0.328125
9, 10, 151, 4, 6, 0.328125
9, 10, 151, 4, 6, 0.328125
11, 8, 111, 2, 6, 0.375000
9, 10, 151, 4, 6, 0.328125
10, 9, 127, 3, 6, 0.375000
10, 9, 127, 3, 6, 0.375000
11, 8, 125, 4, 4, 0.296875
11, 8, 125, 4, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
11, 8, 112, 4, 4, 0.265625
12, 7, 102, 3, 4, 0.296875
8, 11, 144, 5, 6, 0.281250
8, 11, 144, 5, 6, 0.281250
11, 8, 80, 1, 7, 0.375000
11, 8, 80, 1, 7, 0.375000
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
13, 6, 60, 1, 5, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 114, 3, 6, 0.328125
10, 9, 114, 3, 6, 0.328125
11, 8, 101, 2, 6, 0.375000
11, 8, 101, 2, 6, 0.375000
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
11, 8, 116, 3, 5, 0.328125
10, 9, 120, 3, 6, 0.312500
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
10, 9, 120, 2, 7, 0.375000
11, 8, 115, 2, 6, 0.375000
8, 11, 145, 4, 7, 0.328125
8, 11, 145, 4, 7, 0.328125
9, 10, 125, 4, 6, 0.312500
9, 10, 125, 4, 6, 0.312500
11, 8, 110, 2, 6, 0.359375
11, 8, 110, 2, 6, 0.359375
11, 8, 110, 2, 6, 0.359375
11, 8, 110, 2, 6, 0.359375
9, 10, 168, 4, 6, 0.328125
11, 8, 110, 2, 6, 0.359375
9, 10, 141, 5, 5, 0.281250
9, 10, 141, 5, 5, 0.281250
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
10, 9, 129, 3, 6, 0.328125
11, 8, 131, 5, 3, 0.265625
9, 10, 158, 3, 7, 0.406250
9, 10, 158, 3, 7, 0.406250
8, 11, 129, 5, 6, 0.296875
8, 11, 129, 5, 6, 0.296875
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
11, 8, 110, 2, 6, 0.375000
9, 10, 136, 4, 6, 0.312500
9, 10, 137, 5, 5, 0.281250
9, 10, 137, 5, 5, 0.281250
8, 11, 126, 5, 6, 0.281250
8, 11, 126, 5, 6, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
11, 8, 124, 3, 5, 0.343750
10, 9, 121, 4, 5, 0.281250
10, 9, 118, 4, 5, 0.265625
10, 9, 118, 4, 5, 0.265625
9, 10, 133, 6, 4, 0.250000
9, 10, 133, 6, 4, 0.250000
7, 12, 161, 4, 8, 0.328125
7, 12, 161, 4, 8, 0.328125
7, 12, 161, 4, 8, 0.328125
7, 12, 161, 4, 8, 0.328125
10, 9, 114, 3, 6, 0.328125
7, 12, 161, 4, 8, 0.328125
11, 8, 119, 6, 2, 0.203125
11, 8, 119, 6, 2, 0.203125
8, 11, 126, 5, 6, 0.281250
8, 11, 126, 5, 6, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
11, 8, 124, 3, 5, 0.343750
10, 9, 121, 4, 5, 0.281250
10, 9, 118, 4, 5, 0.265625
10, 9, 118, 4, 5, 0.265625
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
10, 9, 120, 2, 7, 0.375000
11, 8, 115, 2, 6, 0.375000
8, 11, 145, 4, 7, 0.328125
8, 11, 145, 4, 7, 0.328125
9, 10, 127, 4, 6, 0.312500
9, 10, 127, 4, 6, 0.312500
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
9, 10, 146, 3, 7, 0.421875
9, 10, 146, 3, 7, 0.421875
9, 10, 125, 4, 6, 0.312500
9, 10, 125, 4, 6, 0.312500
11, 8, 110, 2, 6, 0.359375
11, 8, 110, 2, 6, 0.359375
11, 8, 110, 2, 6, 0.359375
11, 8, 110, 2, 6, 0.359375
9, 10, 168, 4, 6, 0.328125
11, 8, 110, 2, 6, 0.359375
8, 11, 126, 5, 6, 0.281250
8, 11, 126, 5, 6, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
11, 8, 124, 3, 5, 0.343750
10, 9, 121, 4, 5, 0.281250
10, 9, 118, 4, 5, 0.265625
10, 9, 118, 4, 5, 0.265625
11, 8, 132, 5, 3, 0.250000
11, 8, 132, 5, 3, 0.250000
12, 7, 119, 4, 3, 0.296875
12, 7, 119, 4, 3, 0.296875
12, 7, 119, 4, 3, 0.296875
12, 7, 119, 4, 3, 0.296875
10, 9, 128, 4, 5, 0.296875
12, 7, 119, 4, 3, 0.296875
9, 10, 148, 2, 8, 0.421875
9, 10, 148, 2, 8, 0.421875
9, 10, 119, 5, 5, 0.281250
9, 10, 119, 5, 5, 0.281250
8, 11, 151, 4, 7, 0.312500
8, 11, 151, 4, 7, 0.312500
8, 11, 151, 4, 7, 0.312500
8, 11, 151, 4, 7, 0.312500
10, 9, 117, 3, 6, 0.343750
8, 11, 151, 4, 7, 0.312500
9, 10, 133, 6, 4, 0.250000
9, 10, 133, 6, 4, 0.250000
7, 12, 161, 4, 8, 0.328125
7, 12, 161, 4, 8, 0.328125
7, 12, 161, 4, 8, 0.328125
7, 12, 161, 4, 8, 0.328125
10, 9, 114, 3, 6, 0.328125
7, 12, 161, 4, 8, 0.328125
11, 8, 119, 6, 2, 0.203125
11, 8, 119, 6, 2, 0.203125
9, 10, 125, 4, 6, 0.312500
9, 10, 125, 4, 6, 0.312500
11, 8, 110, 2, 6, 0.359375
11, 8, 110, 2, 6, 0.359375
11, 8, 110, 2, 6, 0.359375
11, 8, 110, 2, 6, 0.359375
9, 10, 168, 4, 6, 0.328125
11, 8, 110, 2, 6, 0.359375
11, 8, 132, 5, 3, 0.250000
11, 8, 132, 5, 3, 0.250000
12, 7, 119, 4, 3, 0.296875
12, 7, 119, 4, 3, 0.296875
12, 7, 119, 4, 3, 0.296875
12, 7, 119, 4, 3, 0.296875
10, 9, 128, 4, 5, 0.296875
12, 7, 119, 4, 3, 0.296875
9, 10, 148, 2, 8, 0.421875
9, 10, 148, 2, 8, 0.421875
9, 10, 141, 5, 5, 0.281250
9, 10, 141, 5, 5, 0.281250
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
10, 9, 129, 3, 6, 0.328125
11, 8, 131, 5, 3, 0.265625
9, 10, 158, 3, 7, 0.406250
9, 10, 158, 3, 7, 0.406250
12, 7, 85, 2, 5, 0.328125
12, 7, 85, 2, 5, 0.328125
9, 10, 151, 4, 6, 0.328125
9, 10, 151, 4, 6, 0.328125
9, 10, 151, 4, 6, 0.328125
9, 10, 151, 4, 6, 0.328125
11, 8, 111, 2, 6, 0.375000
9, 10, 151, 4, 6, 0.328125
10, 9, 127, 3, 6, 0.375000
10, 9, 127, 3, 6, 0.375000
11, 8, 105, 2, 6, 0.359375
11, 8, 105, 2, 6, 0.359375
9, 10, 146, 4, 6, 0.312500
9, 10, 146, 4, 6, 0.312500
9, 10, 146, 4, 6, 0.312500
9, 10, 146, 4, 6, 0.312500
11, 8, 137, 4, 4, 0.312500
9, 10, 146, 4, 6, 0.312500
12, 7, 91, 3, 4, 0.281250
12, 7, 91, 3, 4, 0.281250
12, 7, 85, 2, 5, 0.328125
12, 7, 85, 2, 5, 0.328125
9, 10, 151, 4, 6, 0.328125
9, 10, 151, 4, 6, 0.328125
9, 10, 151, 4, 6, 0.328125
9, 10, 151, 4, 6, 0.328125
11, 8, 111, 2, 6, 0.375000
9, 10, 151, 4, 6, 0.328125
10, 9, 127, 3, 6, 0.375000
10, 9, 127, 3, 6, 0.375000
11, 8, 125, 4, 4, 0.296875
11, 8, 125, 4, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
11, 8, 112, 4, 4, 0.265625
12, 7, 102, 3, 4, 0.296875
8, 11, 144, 5, 6, 0.281250
8, 11, 144, 5, 6, 0.281250
11, 8, 80, 1, 7, 0.375000
11, 8, 80, 1, 7, 0.375000
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
13, 6, 60, 1, 5, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 114, 3, 6, 0.328125
10, 9, 114, 3, 6, 0.328125
8, 11, 129, 5, 6, 0.296875
8, 11, 129, 5, 6, 0.296875
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
11, 8, 110, 2, 6, 0.375000
9, 10, 136, 4, 6, 0.312500
9, 10, 137, 5, 5, 0.281250
9, 10, 137, 5, 5, 0.281250
11, 8, 101, 2, 6, 0.375000
11, 8, 101, 2, 6, 0.375000
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
11, 8, 116, 3, 5, 0.328125
10, 9, 120, 3, 6, 0.312500
9, 10, 141, 5, 5, 0.281250
9, 10, 141, 5, 5, 0.281250
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
10, 9, 129, 3, 6, 0.328125
11, 8, 131, 5, 3, 0.265625
9, 10, 158, 3, 7, 0.406250
9, 10, 158, 3, 7, 0.406250
11, 8, 125, 4, 4, 0.296875
11, 8, 125, 4, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
12, 7, 102, 3, 4, 0.296875
11, 8, 112, 4, 4, 0.265625
12, 7, 102, 3, 4, 0.296875
8, 11, 144, 5, 6, 0.281250
8, 11, 144, 5, 6, 0.281250
8, 11, 129, 5, 6, 0.296875
8, 11, 129, 5, 6, 0.296875
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
11, 8, 110, 2, 6, 0.375000
9, 10, 136, 4, 6, 0.312500
9, 10, 137, 5, 5, 0.281250
9, 10, 137, 5, 5, 0.281250
11, 8, 80, 1, 7, 0.375000
11, 8, 80, 1, 7, 0.375000
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
13, 6, 60, 1, 5, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 114, 3, 6, 0.328125
10, 9, 114, 3, 6, 0.328125
8, 11, 126, 5, 6, 0.281250
8, 11, 126, 5, 6, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
11, 8, 124, 3, 5, 0.343750
10, 9, 121, 4, 5, 0.281250
10, 9, 118, 4, 5, 0.265625
10, 9, 118, 4, 5, 0.265625
8, 11, 126, 5, 6, 0.281250
8, 11, 126, 5, 6, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
11, 8, 124, 3, 5, 0.343750
10, 9, 121, 4, 5, 0.281250
10, 9, 118, 4, 5, 0.265625
10, 9, 118, 4, 5, 0.265625
11, 8, 105, 2, 6, 0.359375
11, 8, 105, 2, 6, 0.359375
9, 10, 146, 4, 6, 0.312500
9, 10, 146, 4, 6, 0.312500
9, 10, 146, 4, 6, 0.312500
9, 10, 146, 4, 6, 0.312500
11, 8, 137, 4, 4, 0.312500
9, 10, 146, 4, 6, 0.312500
12, 7, 91, 3, 4, 0.281250
12, 7, 91, 3, 4, 0.281250
9, 10, 141, 5, 5, 0.281250
9, 10, 141, 5, 5, 0.281250
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
10, 9, 129, 3, 6, 0.328125
11, 8, 131, 5, 3, 0.265625
9, 10, 158, 3, 7, 0.406250
9, 10, 158, 3, 7, 0.406250
11, 8, 101, 2, 6, 0.375000
11, 8, 101, 2, 6, 0.375000
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
11, 8, 116, 3, 5, 0.328125
10, 9, 120, 3, 6, 0.312500
8, 11, 126, 5, 6, 0.281250
8, 11, 126, 5, 6, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
10, 9, 121, 4, 5, 0.281250
11, 8, 124, 3, 5, 0.343750
10, 9, 121, 4, 5, 0.281250
10, 9, 118, 4, 5, 0.265625
10, 9, 118, 4, 5, 0.265625
9, 10, 141, 5, 5, 0.281250
9, 10, 141, 5, 5, 0.281250
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
11, 8, 131, 5, 3, 0.265625
10, 9, 129, 3, 6, 0.328125
11, 8, 131, 5, 3, 0.265625
9, 10, 158, 3, 7, 0.406250
9, 10, 158, 3, 7, 0.406250
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
10, 9, 120, 2, 7, 0.375000
11, 8, 115, 2, 6, 0.375000
8, 11, 145, 4, 7, 0.328125
8, 11, 145, 4, 7, 0.328125
11, 8, 80, 1, 7, 0.375000
11, 8, 80, 1, 7, 0.375000
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
13, 6, 60, 1, 5, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 114, 3, 6, 0.328125
10, 9, 114, 3, 6, 0.328125
11, 8, 101, 2, 6, 0.375000
11, 8, 101, 2, 6, 0.375000
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
11, 8, 116, 3, 5, 0.328125
10, 9, 120, 3, 6, 0.312500
9, 10, 127, 4, 6, 0.312500
9, 10, 127, 4, 6, 0.312500
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
9, 10, 146, 3, 7, 0.421875
9, 10, 146, 3, 7, 0.421875
9, 10, 119, 5, 5, 0.281250
9, 10, 119, 5, 5, 0.281250
8, 11, 151, 4, 7, 0.312500
8, 11, 151, 4, 7, 0.312500
8, 11, 151, 4, 7, 0.312500
8, 11, 151, 4, 7, 0.312500
10, 9, 117, 3, 6, 0.343750
8, 11, 151, 4, 7, 0.312500
11, 8, 101, 2, 6, 0.375000
11, 8, 101, 2, 6, 0.375000
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
10, 9, 120, 3, 6, 0.312500
11, 8, 116, 3, 5, 0.328125
10, 9, 120, 3, 6, 0.312500
11, 8, 95, 2, 6, 0.343750
11, 8, 95, 2, 6, 0.343750
10, 9, 126, 3, 6, 0.328125
10, 9, 126, 3, 6, 0.328125
10, 9, 126, 3, 6, 0.328125
10, 9, 126, 3, 6, 0.328125
9, 10, 166, 3, 7, 0.406250
10, 9, 126, 3, 6, 0.328125
10, 9, 142, 4, 5, 0.328125
10, 9, 142, 4, 5, 0.328125
11, 8, 80, 1, 7, 0.375000
11, 8, 80, 1, 7, 0.375000
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
13, 6, 60, 1, 5, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 114, 3, 6, 0.328125
10, 9, 114, 3, 6, 0.328125
9, 10, 127, 4, 6, 0.312500
9, 10, 127, 4, 6, 0.312500
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
11, 8, 118, 4, 4, 0.281250
9, 10, 146, 3, 7, 0.421875
9, 10, 146, 3, 7, 0.421875
9, 10, 121, 2, 8, 0.406250
9, 10, 121, 2, 8, 0.406250
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
11, 8, 108, 1, 7, 0.421875
10, 9, 124, 3, 6, 0.328125
8, 11, 129, 5, 6, 0.296875
8, 11, 129, 5, 6, 0.296875
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
11, 8, 110, 2, 6, 0.375000
9, 10, 136, 4, 6, 0.312500
9, 10, 137, 5, 5, 0.281250
9, 10, 137, 5, 5, 0.281250
9, 10, 121, 2, 8, 0.406250
9, 10, 121, 2, 8, 0.406250
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
11, 8, 108, 1, 7, 0.421875
10, 9, 124, 3, 6, 0.328125
9, 10, 119, 5, 5, 0.281250
9, 10, 119, 5, 5, 0.281250
8, 11, 151, 4, 7, 0.312500
8, 11, 151, 4, 7, 0.312500
8, 11, 151, 4, 7, 0.312500
8, 11, 151, 4, 7, 0.312500
10, 9, 117, 3, 6, 0.343750
8, 11, 151, 4, 7, 0.312500
8, 11, 129, 5, 6, 0.296875
8, 11, 129, 5, 6, 0.296875
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
9, 10, 136, 4, 6, 0.312500
11, 8, 110, 2, 6, 0.375000
9, 10, 136, 4, 6, 0.312500
9, 10, 137, 5, 5, 0.281250
9, 10, 137, 5, 5, 0.281250
9, 10, 121, 2, 8, 0.406250
9, 10, 121, 2, 8, 0.406250
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
11, 8, 108, 1, 7, 0.421875
10, 9, 124, 3, 6, 0.328125
9, 10, 133, 6, 4, 0.250000
9, 10, 133, 6, 4, 0.250000
7, 12, 161, 4, 8, 0.328125
7, 12, 161, 4, 8, 0.328125
7, 12, 161, 4, 8, 0.328125
7, 12, 161, 4, 8, 0.328125
10, 9, 114, 3, 6, 0.328125
7, 12, 161, 4, 8, 0.328125
11, 8, 119, 6, 2, 0.203125
11, 8, 119, 6, 2, 0.203125
11, 8, 105, 2, 6, 0.359375
11, 8, 105, 2, 6, 0.359375
9, 10, 146, 4, 6, 0.312500
9, 10, 146, 4, 6, 0.312500
9, 10, 146, 4, 6, 0.312500
9, 10, 146, 4, 6, 0.312500
11, 8, 137, 4, 4, 0.312500
9, 10, 146, 4, 6, 0.312500
12, 7, 91, 3, 4, 0.281250
12, 7, 91, 3, 4, 0.281250
11, 8, 80, 1, 7, 0.375000
11, 8, 80, 1, 7, 0.375000
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 130, 3, 6, 0.343750
13, 6, 60, 1, 5, 0.343750
10, 9, 130, 3, 6, 0.343750
10, 9, 114, 3, 6, 0.328125
10, 9, 114, 3, 6, 0.328125
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
11, 8, 115, 2, 6, 0.375000
10, 9, 120, 2, 7, 0.375000
11, 8, 115, 2, 6, 0.375000
8, 11, 145, 4, 7, 0.328125
8, 11, 145, 4, 7, 0.328125
9, 10, 121, 2, 8, 0.406250
9, 10, 121, 2, 8, 0.406250
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
10, 9, 124, 3, 6, 0.328125
11, 8, 108, 1, 7, 0.421875
10, 9, 124, 3, 6, 0.328125
9, 10, 125, 4, 6, 0.312500
